work_id,state,constituency,honble_members_of_parliament,work_category,work_description,work_status,status_category,anomaly_score,anomaly_label,anomaly_severity,anomaly_category,triggered_rules,explanation,key_metrics,statistical_score,rule_score,if_score,sanction_amount,total_spent,cost_overrun_ratio,amount_disbursed,sanction_delay_days,completion_duration_days,recommended_date,sanction_date,completion_date,vendor_hhi,vendor_count,payment_count,max_vendor_share,single_vendor_flag,missing_image_flag,payment_still_pending,near_threshold_count,near_threshold_ratio,advance_payment_ratio,amount_vs_category_median,duration_vs_category_median
WS/MP18161/2024-2025/136673,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,cc / interlocking sadak nirman karya moti ka nagla chauraha se bhagchand ke ghar ki taraf gram Doroli work agency- g p Doroli,Physical Inspection,Completed,0.6206111468665112,True,medium,vendor,R06,"90% of all payments (13.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.81).","Sanction: ₹494,356; Disbursed: ₹494,356; Cost ratio: 1.00; Sanction delay: 99d; Duration: 76d",0.17134991956720072,0.75,0.7936390484991744,494356.0,494356.0,1.0,494356.0,99,76.0,2024-08-21,2024-11-28,2025-02-12,0.8053791028143362,12.0,13.0,0.8967849080419779,False,False,False,0.0,0.0,0.8650264182087403,1.6478533333333334,0.3333333333333333
WS/MP18024/2025-2026/148519,Assam,JORHAT,GAURAV GOGOI,Normal/Others,"Construction of Bor Namghar Boundary Fencing from Deogharia, Rangali, Udaypur GP",Vendor Identification,Ongoing,0.6198062246948866,True,medium,vendor,R06,"100% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹200,000; Disbursed: ₹195,938; Cost ratio: 0.98; Sanction delay: 227d; Vendor HHI: 1.00",0.4708295901340378,0.75,0.5774252204610775,200000.0,195938.0,0.97969,,227,,2024-10-19,2025-06-03,,1.0,1.0,4.0,1.0,True,False,False,0.0,0.0,0.2551827618940685,0.6666666666666666,
WS/MP18161/2024-2025/140184,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,interlocking / cc kharnja nirman karya deepachand ke ghar se bhagwan singh ke ghar ki or gram dahra,Vendor Identification,Ongoing,0.6195538907847449,True,medium,vendor,R06,"91% of all payments (5.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.82).","Sanction: ₹250,000; Disbursed: ₹248,415; Cost ratio: 0.99; Sanction delay: 99d; Vendor HHI: 0.82",0.45226467850438556,0.75,0.5899649175961383,250000.0,248415.0,0.99366,,99,,2024-09-10,2024-12-18,,0.8237007762965162,5.0,5.0,0.906104703822233,False,False,False,0.0,0.0,0.017209105730330295,0.8333333333333334,
WS/MP18328/2024-2025/138239,Himachal Pradesh,MANDI,Kangana Ranaut,Normal/Others,"Construction of protection walls of existing public and community buildings. C/o PCC wall behind school building of GHS Chansari, District Kullu. HP. Work Execute By-HPPWD Kullu, Eastimate attached",Physical Inspection,Completed,0.6183939874629283,True,medium,vendor,"R06,R09","100% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00). All ₹1,900,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,900,000; Disbursed: ₹1,900,000; Cost ratio: 1.00; Sanction delay: 124d; Duration: 581d",0.47992117513788624,0.6875,0.638324839081305,1900000.0,1900000.0,1.0,1900000.0,124,581.0,2024-09-02,2025-01-04,2026-08-08,1.0,1.0,4.0,1.0,True,False,False,0.0,0.0,0.4549026315789474,6.333333333333333,2.5482456140350878
WS/MP345/2024-2025/143793,Kerala,KOLLAM,Shri NK Premachandran,Normal/Others,"Construction of Building for Anganwadi No. 41, Padinjattekara Ward 23, Thevalakara Gramapanchayat, Chavara Constituency",Work partially Completed,Ongoing,0.6183387200355881,True,medium,financial,R10,"95% of total funds were disbursed in the first payment, despite having 2.0 total payments, indicating excessive upfront payment.","Sanction: ₹1,500,000; Disbursed: ₹1,343,783; Cost ratio: 0.90; Sanction delay: 176d; Vendor HHI: 0.90",0.5773561880104181,0.75,0.4971419229513816,1500000.0,1343783.0,0.8958553333333333,,176,,2024-09-26,2025-03-21,,0.9027168977601951,2.0,2.0,0.9487298172398371,False,False,False,0.0,0.0,0.9487298172398371,5.0,
WS/MP18393/2025-2026/140466,Telangana,MEDAK,MADHAVANENI RAGHUNANDAN RAO,Repair and Renovation,Repair and renovation to Bar Association Building at Siddipet Town,Work Completed,Completed,0.6174080156312383,True,medium,temporal,"R03,R04,R07","Sanction was delayed by 371 days after recommendation, far exceeding the typical processing time. This ₹1,250,000 work was completed in only 2 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,250,000; Disbursed: ₹961,083; Cost ratio: 0.77; Sanction delay: 371d; Duration: 2d",0.5617791824701142,0.7999999999999999,0.4484663428963134,1250000.0,961083.0,0.7688664,961083.0,371,2.0,2024-09-12,2025-09-18,2025-09-20,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,2.508403150554357,0.009900990099009901
WS/MP18232/2025-2026/144144,Uttar Pradesh,MUZAFFARNAGAR,HARENDRA SINGH MALIK,Normal/Others,"sujdu ke ward no-29 me munkad ke makan se anvar ke makan tak, ashfak ke makan se bhura ke makan tak, abrar ke makan se munkad ke makan tak, vasim ke makan vali gali evm emran ke makan vali gali me brick soling evm nala ka nirman. implimenting agency:DUDA, muzaffarnagar",Work Completed,Completed,0.6145150394683372,True,medium,temporal,"R03,R05","Sanction was delayed by 437 days after recommendation, far exceeding the typical processing time. Completed work worth ₹1,196,929 has no verification photograph attached, which is a compliance gap.","Sanction: ₹1,199,000; Disbursed: ₹1,196,929; Cost ratio: 1.00; Sanction delay: 437d; Duration: 105d",0.6003652906829449,0.55,0.6983534765645742,1199000.0,1196929.0,0.9982727272727273,1196929.0,437,105.0,2024-09-28,2025-12-09,2026-03-24,0.7985390759971971,2.0,4.0,0.8863541613579419,False,True,False,0.0,0.0,0.06592705164633825,3.9966666666666666,0.4605263157894737
WS/MP18327/2025-2026/137670,Maharashtra,SOLAPUR(SC),PRANITI SUSHILKUMAR SHINDE,Normal/Others,Installation of Light in front of Khandoba Temple at Waluj Gaon in Mohol Taluka,Physical Inspection,Completed,0.6143952175848691,True,medium,temporal,"R03,R04,R07","Sanction was delayed by 557 days after recommendation, far exceeding the typical processing time. This ₹499,880 work was completed in only 3 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹499,880; Disbursed: ₹498,751; Cost ratio: 1.00; Sanction delay: 557d; Duration: 3d",0.6673240739096906,0.7999999999999999,0.36446914030699007,499880.0,498751.0,0.997741457949908,498751.0,557,3.0,2024-08-29,2026-03-09,2026-03-12,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6662666666666666,0.013157894736842105
WS/MP745/2025-2026/141315,Tamil Nadu,TIRUPPUR,K Subbarayan,Normal/Others,"gobi,kugalur-B,(pommanaayakkan palaiyam)consraction pf community hall at gobi",Physical Inspection,Completed,0.6136864425379406,True,medium,temporal,"R03,R04,R09","Sanction was delayed by 394 days after recommendation, far exceeding the typical processing time. This ₹6,000,000 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹6,000,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹6,000,000; Disbursed: ₹6,000,000; Cost ratio: 1.00; Sanction delay: 394d; Vendor HHI: 1.00",0.7498346913711746,0.7000000000000001,0.4177936277004197,6000000.0,6000000.0,1.0,6000000.0,394,0.0,2024-09-16,2025-10-15,2025-10-15,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,20.0,0.0
WS/MP013/2024-2025/146441,Sikkim,SIKKIM,Indra Hang Subba,Normal/Others,Construction of protective wall for village footpath near the house of Mr.P.T Bhutia at Middle Luing,Work Completed,Completed,0.6087712089337599,True,medium,compliance,R05,"Completed work worth ₹3,199,986 has no verification photograph attached, which is a compliance gap.","Sanction: ₹3,200,000; Disbursed: ₹3,199,986; Cost ratio: 1.00; Sanction delay: 56d; Duration: 337d",0.7218811160049845,0.5,0.6522883712357538,3200000.0,3199986.0,0.999995625,3199986.0,56,337.0,2024-10-09,2024-12-04,2025-11-06,0.5009300796321243,2.0,2.0,0.5215647818459206,False,True,False,0.0,0.0,0.4784352181540794,10.666666666666666,1.4780701754385965
WS/MP243/2025-2026/141110,West Bengal,BARASAT,Kakoli Ghosh Dastidar,Normal/Others,2 storied building for skill development centre,Work partially Completed,Ongoing,0.6085422142313096,True,medium,vendor,"R03,R09","Sanction was delayed by 436 days after recommendation, far exceeding the typical processing time. All ₹9,522,744 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹11,000,000; Disbursed: ₹9,522,744; Cost ratio: 0.87; Sanction delay: 436d; Vendor HHI: 1.00",0.7503123270713141,0.55,0.5741832356099459,11000000.0,9522744.0,0.865704,,436,,2024-09-15,2025-11-25,,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.7523182393646202,36.666666666666664,
WS/MP18024/2025-2026/148520,Assam,JORHAT,GAURAV GOGOI,Normal/Others,"Upgradation of Road from Japidhora Pion Road to Bhojo bridge, Kakotibari, Japidhora Gaon, Bhoralipukhuri GP",Vendor Identification,Ongoing,0.6081521697419188,True,medium,vendor,R06,"100% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹200,000; Disbursed: ₹195,500; Cost ratio: 0.98; Sanction delay: 227d; Vendor HHI: 1.00",0.4708295901340378,0.75,0.5441279205954552,200000.0,195500.0,0.9775,,227,,2024-10-19,2025-06-03,,1.0,1.0,4.0,1.0,True,False,False,0.0,0.0,0.2557544757033248,0.6666666666666666,
WS/MP351/2025-2026/141865,Kerala,KANNUR,Shri Kumbakudi Sudhakaran,Normal/Others,Neerveli-Kulamkunnath kattilpura -Road-Tarring,Work Completed,Completed,0.607700614154192,True,medium,temporal,"R03,R04,R07","Sanction was delayed by 526 days after recommendation, far exceeding the typical processing time. This ₹500,000 work was completed in only 4 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹500,000; Disbursed: ₹496,254; Cost ratio: 0.99; Sanction delay: 526d; Duration: 4d",0.6533121392258291,0.7999999999999999,0.35535022670781347,500000.0,496254.0,0.992508,496254.0,526,4.0,2024-09-19,2026-02-27,2026-03-03,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6666666666666667,0.017543859649122806
WS/MP18311/2024-2025/141037,Punjab,ANANDPUR SAHIB,MALVINDER SINGH KANG,Normal/Others,Construction of community center for SC community at village Kalwan,Work Completed,Completed,0.6075354579348798,True,medium,vendor,R06,"100% of all payments (6.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹400,000; Disbursed: ₹399,669; Cost ratio: 1.00; Sanction delay: 8d; Duration: 562d",0.2780404017510907,0.75,0.6800724499917347,400000.0,399669.0,0.9991725,399669.0,8,562.0,2024-09-16,2024-09-24,2026-04-09,1.0,1.0,6.0,1.0,True,False,False,0.0,0.0,0.1772591819730827,1.3333333333333333,2.4649122807017543
WS/MP18313/2024-2025/143850,Rajasthan,BANSWARA(ST),RAJ KUMAR ROAT,Normal/Others,GSSS Rastapal mein Library nirman kary,Work partially Completed,Ongoing,0.6071774873830688,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹2,000,000; Disbursed: ₹999,824; Cost ratio: 0.50; Sanction delay: 82d; Vendor HHI: 1.00",0.6518452884836746,0.75,0.41204618646328606,2000000.0,999824.0,0.499912,,82,,2024-09-26,2024-12-17,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,6.666666666666667,
WS/MP18161/2024-2025/136672,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,cc / interlocking sadak nirman karya prakash meena ke ghar se pwd sadak ki taraf gram -Govind Pura work agency- gp Bahrampur,Physical Inspection,Completed,0.6052991492359171,True,medium,vendor,R06,"90% of all payments (9.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.82).","Sanction: ₹394,314; Disbursed: ₹394,314; Cost ratio: 1.00; Sanction delay: 99d; Duration: 146d",0.2643675978043854,0.75,0.6834492850994879,394314.0,394314.0,1.0,394314.0,99,146.0,2024-08-21,2024-11-28,2025-04-23,0.8203590949026303,8.0,9.0,0.904839797724656,False,False,False,0.0,0.0,0.030939809390485754,1.31438,0.6403508771929824
WS/MP18209/2025-2026/145437,Uttar Pradesh,BIJNOR,CHANDAN CHAUHAN,Normal/Others,Mitti khdanza work of the road from ajeet S% Vikram foji Fram to Sompal Farm  in village khindiya block purkaji,Work Completed,Completed,0.6023397970285614,True,medium,vendor,"R05,R06","Completed work worth ₹558,044 has no verification photograph attached, which is a compliance gap. 89% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.80).","Sanction: ₹590,700; Disbursed: ₹558,044; Cost ratio: 0.94; Sanction delay: 169d; Duration: 97d",0.4576789664725137,0.6875,0.6083430154583801,590700.0,558044.0,0.9447164381242593,558044.0,169,97.0,2024-12-17,2025-06-04,2025-09-09,0.8039340404236288,2.0,4.0,0.8898294758119432,False,True,False,0.0,0.0,0.5627423644013734,1.969,0.42543859649122806
WS/MP745/2025-2026/138568,Tamil Nadu,TIRUPPUR,K Subbarayan,Normal/Others,Construction of Two classroom building at ward no.14 Periyar colony MMS - Triruppur corporation,Physical Inspection,Completed,0.5980446788725036,True,medium,temporal,"R03,R04,R09","Sanction was delayed by 422 days after recommendation, far exceeding the typical processing time. This ₹3,245,416 work was completed in only 2 days, which is suspiciously fast for a project of this budget. All ₹3,245,416 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹3,245,416; Disbursed: ₹3,245,416; Cost ratio: 1.00; Sanction delay: 422d; Duration: 2d",0.7242386443969513,0.7000000000000001,0.3913857650664736,3245416.0,3245416.0,1.0,3245416.0,422,2.0,2024-09-03,2025-10-30,2025-11-01,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,10.818053333333333,0.008771929824561403
WS/MP18109/2024-2025/146903,Madhya Pradesh,SIDHI,DR. RAJESH MISHRA,Normal/Others,PATHARI NALA ME RAJ BAHADUR KEWAT KE GHAR KE PASS CHECK DAM,Vendor Identification,Ongoing,0.5979941117670233,True,medium,vendor,R06,"100% of all payments (8.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹500,000; Disbursed: ₹499,554; Cost ratio: 1.00; Sanction delay: 109d; Vendor HHI: 1.00",0.292592235361141,0.75,0.6424172940763943,500000.0,499554.0,0.999108,,109,,2024-10-11,2025-01-28,,1.0,1.0,8.0,1.0,True,False,False,2.0,0.25,0.0880785660809442,1.6666666666666667,
WS/MP345/2024-2025/138116,Kerala,KOLLAM,Shri NK Premachandran,Normal/Others,Construction of Anganwadi building No. 83 of Panmana Grama Panchayat,Work partially Completed,Ongoing,0.5965964706352469,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,250,000; Disbursed: ₹493,113; Cost ratio: 0.39; Sanction delay: 195d; Vendor HHI: 1.00",0.5356186752724362,0.75,0.4648337194775367,1250000.0,493113.0,0.3944904,,195,,2024-09-01,2025-03-15,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,4.166666666666667,
WS/MP313/2024-2025/138687,Arunachal Pradesh,ARUNACHAL EAST,Shri Tapir Gao,Normal/Others,Development of land near Bitin Patuk Community Hall at Lower Dalbing in Upper Siang District,Work Completed,Completed,0.5962179312092926,True,medium,temporal,R04,"This ₹2,000,000 work was completed in only 4 days, which is suspiciously fast for a project of this budget.","Sanction: ₹2,000,000; Disbursed: ₹2,000,000; Cost ratio: 1.00; Sanction delay: 180d; Duration: 4d",0.5143229500119707,0.75,0.47896341058942793,2000000.0,2000000.0,1.0,2000000.0,180,4.0,2024-09-14,2025-03-13,2025-03-17,0.9703297276879999,2.0,2.0,0.984938,False,False,False,0.0,0.0,0.015062,6.666666666666667,0.017543859649122806
WS/MP18161/2024-2025/138080,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,CC/ INTERLOCKING with nali nirman rasta Nirman karya damar sadak se dudhiya ke ghar ki or gram aganpura work agency GP kareeli,Physical Inspection,Ongoing,0.5945429571349762,True,medium,vendor,R06,"90% of all payments (7.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.82).","Sanction: ₹300,000; Disbursed: ₹299,911; Cost ratio: 1.00; Sanction delay: 87d; Vendor HHI: 0.82",0.27167276902886717,0.75,0.6474993282221697,300000.0,299911.0,0.9997033333333334,,87,,2024-09-01,2024-11-27,,0.819692695979772,7.0,7.0,0.9043382870251508,False,False,False,0.0,0.0,0.01167012880487878,1.0,
WS/MP18155/2024-2025/141718,Punjab,HOSHIARPUR(SC),DR. RAJ KUMAR CHABBEWAL,Normal/Others,Construction of Streets & Drains,Physical Inspection,Completed,0.5937467518293011,True,medium,financial,R07,"3 out of 4.0 payments (75%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹200,000; Disbursed: ₹200,000; Cost ratio: 1.00; Sanction delay: 6d; Duration: 176d",0.26284473142767006,0.75,0.6515301970639531,200000.0,200000.0,1.0,200000.0,6,176.0,2024-09-19,2024-09-25,2025-03-20,0.616017445,2.0,4.0,0.74085,False,False,False,3.0,0.75,0.25915,0.6666666666666666,0.7719298245614035
WS/MP18161/2024-2025/140183,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,interlocking/ cc nirman karya bhumiya baba par se main rasta ki or gram bharkau work agency gp dahra,Work partially Completed,Ongoing,0.59325381540234,True,medium,vendor,R06,"91% of all payments (5.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.84).","Sanction: ₹250,000; Disbursed: ₹249,736; Cost ratio: 1.00; Sanction delay: 99d; Vendor HHI: 0.84",0.3712978204513531,0.75,0.5726553151128619,250000.0,249736.0,0.998944,,99,,2024-09-10,2024-12-18,,0.8388699785165146,5.0,5.0,0.9145898068360189,False,False,False,0.0,0.0,0.042044398885222795,0.8333333333333334,
WS/MP393/2025-2026/148981,Tamil Nadu,SIVAGANGA,Shri Karti P Chidambaram,Normal/Others,(MPLADS 2024-25) Extension of Bus Stand in Sivaganga Municipality,Vendor Identification,Ongoing,0.59303215923007,True,medium,vendor,R09,"All ₹10,000,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹10,000,000; Disbursed: ₹10,000,000; Cost ratio: 1.00; Sanction delay: 319d; Vendor HHI: 1.00",0.7499998205688125,0.5,0.587234868822477,10000000.0,10000000.0,1.0,,319,,2024-10-22,2025-09-06,,1.0,1.0,3.0,1.0,True,False,False,0.0,0.0,0.5617445,33.333333333333336,
WS/MP18232/2025-2026/144145,Uttar Pradesh,MUZAFFARNAGAR,HARENDRA SINGH MALIK,Normal/Others,"sujdu ke ward no-3 me ahsan ke makan se tosif ke makan tak, furkan ke makan se shafik ke makan tak, shan miya ke makan se gulshan public school tak v branch galyio me brick soling v nali nirman work.  implimenting agency:-DUDA, muzaffarnagar",Work Completed,Completed,0.5923481571492627,True,medium,temporal,"R03,R05","Sanction was delayed by 437 days after recommendation, far exceeding the typical processing time. Completed work worth ₹1,197,764 has no verification photograph attached, which is a compliance gap.","Sanction: ₹1,199,000; Disbursed: ₹1,197,764; Cost ratio: 1.00; Sanction delay: 437d; Duration: 105d",0.5193750707853793,0.55,0.6928696841511939,1199000.0,1197764.0,0.9989691409507924,1197764.0,437,105.0,2024-09-28,2025-12-09,2026-03-24,0.798375100183911,2.0,4.0,0.8862480421852719,False,True,False,0.0,0.0,0.06605725334873983,3.9966666666666666,0.4605263157894737
